source_mat_id_orig,source_mat_id,sea_surf_temp,sea_surf_temp_method,ph,ph_method,sediment_temp,sediment_temp_method,redox_potential,redox_potential_method,alkalinity,alkalinity_method,ammonium,ammonium_method,bac_prod,bac_prod_method,biomass,biomass_method,chem_administration,chlorophyll,chlorophyll_method,diss_carb_dioxide,diss_carb_dioxide_method,diss_inorg_carb,diss_inorg_carb_method,diss_org_carb,diss_org_carb_method,diss_org_nitro,diss_org_nitro_method,diss_oxygen,diss_oxygen_method,magnesium,magnesium_method,methane,methane_method,n_alkanes,n_alkanes_method,nitrate,nitrate_method,nitrite,nitrite_method,organism_count,organism_count_method,oxy_stat_samp,part_org_carb,part_org_carb_method,part_org_nitro,part_org_nitro_method,particle_class,petroleum_hydrocarb,petroleum_hydrocarb_method,phaeopigments,phaeopigments_method,phosphate,phosphate_method,pigments,pigments_method,porosity,pressure,pressure_method,sea_surf_salinity,sea_surf_salinity_method,silicate,silicate_method,sulfate,sulfate_method,sulfide,sulfide_method,water_current,water_current_method
EMOBON ROSKOGO So230816 micro 3,EMOBON_ROSKOGO_So_101,17.7,diver's diving computer in situ,,,17.2,diver's diving computer in situ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON ROSKOGO So230816 micro 4,EMOBON_ROSKOGO_So_102,17.7,diver's diving computer in situ,,,17.2,diver's diving computer in situ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON ROSKOGO So230816 micro blank,EMOBON_ROSKOGO_So_103,irrelevant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON ROSKOGO So230925 Macro 1,EMOBON_ROSKOGO_So_104,Not measured ,,,,Not measured ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON ROSKOGO So230925 Macro 2,EMOBON_ROSKOGO_So_105,Not measured ,,,,Not measured ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON ROSKOGO So230925 Macro 3,EMOBON_ROSKOGO_So_106,Not measured ,,,,Not measured ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON ROSKOGO So230925 Macro 4,EMOBON_ROSKOGO_So_107,Not measured ,,,,Not measured ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON ROSKOGO So230925 Macro blank,EMOBON_ROSKOGO_So_108,Not measured ,,,,Not measured ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON ROSKOGO So231016 meio 1,EMOBON_ROSKOGO_So_109,15.8,diver's diving computer in situ,,,15.7,diver's diving computer in situ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON ROSKOGO So231016 meio 2,EMOBON_ROSKOGO_So_110,15.8,diver's diving computer in situ,,,15.7,diver's diving computer in situ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON ROSKOGO So231016 meio 3,EMOBON_ROSKOGO_So_111,15.8,diver's diving computer in situ,,,15.7,diver's diving computer in situ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON ROSKOGO So231016 meio 4,EMOBON_ROSKOGO_So_112,15.8,diver's diving computer in situ,,,15.7,diver's diving computer in situ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON ROSKOGO So231016 micro 1,EMOBON_ROSKOGO_So_113,15.8,diver's diving computer in situ,,,15.7,diver's diving computer in situ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON ROSKOGO So231016 micro 2,EMOBON_ROSKOGO_So_114,15.8,diver's diving computer in situ,,,15.7,diver's diving computer in situ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON ROSKOGO So231016 micro 3,EMOBON_ROSKOGO_So_115,15.8,diver's diving computer in situ,,,15.7,diver's diving computer in situ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON ROSKOGO So231016 micro 4,EMOBON_ROSKOGO_So_116,15.8,diver's diving computer in situ,,,15.7,diver's diving computer in situ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON ROSKOGO So231016 micro blank,EMOBON_ROSKOGO_So_117,irrelevant,,,,irrelevant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON ROSKOGO So231211 micro 1,EMOBON_ROSKOGO_So_118,12.7,diver's diving computer in situ,,,12.9,diver's diving computer in situ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON ROSKOGO So231211 micro 2,EMOBON_ROSKOGO_So_119,12.7,diver's diving computer in situ,,,12.9,diver's diving computer in situ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON ROSKOGO So231211 micro 3,EMOBON_ROSKOGO_So_120,12.7,diver's diving computer in situ,,,12.9,diver's diving computer in situ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON ROSKOGO So231211 micro 4,EMOBON_ROSKOGO_So_121,12.7,diver's diving computer in situ,,,12.9,diver's diving computer in situ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON ROSKOGO So231211 micro blank,EMOBON_ROSKOGO_So_122,irrelevant,,,,irrelevant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON ROSKOGO So240221 Macro 1,EMOBON_ROSKOGO_So_123,Not measured ,,,,Not measured ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON ROSKOGO So240221 Macro 2,EMOBON_ROSKOGO_So_124,Not measured ,,,,Not measured ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON ROSKOGO So240221 Macro 3,EMOBON_ROSKOGO_So_125,Not measured ,,,,Not measured ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON ROSKOGO So240221 Macro 4,EMOBON_ROSKOGO_So_126,Not measured ,,,,Not measured ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON ROSKOGO So240221 Macro blank,EMOBON_ROSKOGO_So_127,Not measured ,,,,Not measured ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON ROSKOGO So240228 micro 1,EMOBON_ROSKOGO_So_128,12.4,diver's diving computer in situ,,,11.9,diver's diving computer in situ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON ROSKOGO So240228 micro 2,EMOBON_ROSKOGO_So_129,12.4,diver's diving computer in situ,,,11.9,diver's diving computer in situ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON ROSKOGO So240228 micro 3,EMOBON_ROSKOGO_So_130,12.4,diver's diving computer in situ,,,11.9,diver's diving computer in situ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON ROSKOGO So240228 micro 4,EMOBON_ROSKOGO_So_131,12.4,diver's diving computer in situ,,,11.9,diver's diving computer in situ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON ROSKOGO So240228 micro blank,EMOBON_ROSKOGO_So_132,irrelevant,,,,irrelevant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON ROSKOGO So240425 meio 1,EMOBON_ROSKOGO_So_133,12.7,diver's diving computer in situ,,,12.5,diver's diving computer in situ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON ROSKOGO So240425 meio 2,EMOBON_ROSKOGO_So_134,12.7,diver's diving computer in situ,,,12.5,diver's diving computer in situ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON ROSKOGO So240425 meio 3,EMOBON_ROSKOGO_So_135,12.7,diver's diving computer in situ,,,12.5,diver's diving computer in situ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON ROSKOGO So240425 meio 4,EMOBON_ROSKOGO_So_136,12.7,diver's diving computer in situ,,,12.5,diver's diving computer in situ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON ROSKOGO So240425 micro 1,EMOBON_ROSKOGO_So_137,irrelevant,,,,irrelevant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON ROSKOGO So240425 micro 2,EMOBON_ROSKOGO_So_138,12.7,diver's diving computer in situ,,,12.5,diver's diving computer in situ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON ROSKOGO So240425 micro 3,EMOBON_ROSKOGO_So_139,12.7,diver's diving computer in situ,,,12.5,diver's diving computer in situ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON ROSKOGO So240425 micro 4,EMOBON_ROSKOGO_So_140,12.7,diver's diving computer in situ,,,12.5,diver's diving computer in situ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON ROSKOGO So240425 micro blank,EMOBON_ROSKOGO_So_141,12.7,diver's diving computer in situ,,,12.5,diver's diving computer in situ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON ROSKOGO So240605 meio 1,EMOBON_ROSKOGO_So_142,14.2,diver's diving computer in situ,,,14.2,diver's diving computer in situ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON ROSKOGO So240605 meio 2,EMOBON_ROSKOGO_So_143,14.2,diver's diving computer in situ,,,14.2,diver's diving computer in situ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON ROSKOGO So240605 meio 3,EMOBON_ROSKOGO_So_144,14.2,diver's diving computer in situ,,,14.2,diver's diving computer in situ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON ROSKOGO So240605 meio 4,EMOBON_ROSKOGO_So_145,14.2,diver's diving computer in situ,,,14.2,diver's diving computer in situ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON ROSKOGO So240605 meio blank,EMOBON_ROSKOGO_So_146,,irrelevant,,,irrelevant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON ROSKOGO So240605 micro 1,EMOBON_ROSKOGO_So_147,14.2,diver's diving computer in situ,,,14.2,diver's diving computer in situ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON ROSKOGO So240605 micro 2,EMOBON_ROSKOGO_So_148,14.2,diver's diving computer in situ,,,14.2,diver's diving computer in situ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON ROSKOGO So240605 micro 3,EMOBON_ROSKOGO_So_149,14.2,diver's diving computer in situ,,,14.2,diver's diving computer in situ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON ROSKOGO So240605 micro 4,EMOBON_ROSKOGO_So_150,14.2,diver's diving computer in situ,,,14.2,diver's diving computer in situ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON ROSKOGO So240605 micro blank,EMOBON_ROSKOGO_So_151,17.5,diver's diving computer in situ,,,16.8,diver's diving computer in situ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON ROSKOGO So240807 micro 1,EMOBON_ROSKOGO_So_152,17.5,diver's diving computer in situ,,,16.8,diver's diving computer in situ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON ROSKOGO So240807 micro 2,EMOBON_ROSKOGO_So_153,17.5,diver's diving computer in situ,,,16.8,diver's diving computer in situ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON ROSKOGO So240807 micro 3,EMOBON_ROSKOGO_So_154,17.5,diver's diving computer in situ,,,16.8,diver's diving computer in situ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON ROSKOGO So240807 micro 4,EMOBON_ROSKOGO_So_155,,irrelevant,,,irrelevant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON ROSKOGO So240807 micro blank,EMOBON_ROSKOGO_So_156,Not measured ,,,,Not measured ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON ROSKOGO So241004 Macro 1,EMOBON_ROSKOGO_So_157,Not measured ,,,,Not measured ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON ROSKOGO So241004 Macro 2,EMOBON_ROSKOGO_So_158,Not measured ,,,,Not measured ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON ROSKOGO So241004 Macro 3,EMOBON_ROSKOGO_So_159,Not measured ,,,,Not measured ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON ROSKOGO So241004 Macro 4,EMOBON_ROSKOGO_So_160,Not measured ,,,,Not measured ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON ROSKOGO So241004 Macro blank,EMOBON_ROSKOGO_So_161,15.6,diver's diving computer in situ,,,15.3,diver's diving computer in situ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON ROSKOGO So241008 meio 1,EMOBON_ROSKOGO_So_162,15.6,diver's diving computer in situ,,,15.3,diver's diving computer in situ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON ROSKOGO So241008 meio 2,EMOBON_ROSKOGO_So_163,15.6,diver's diving computer in situ,,,15.3,diver's diving computer in situ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON ROSKOGO So241008 meio 3,EMOBON_ROSKOGO_So_164,15.6,diver's diving computer in situ,,,15.3,diver's diving computer in situ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON ROSKOGO So241008 meio 4,EMOBON_ROSKOGO_So_165,irrelevant,,,,irrelevant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON ROSKOGO So241008 micro 1,EMOBON_ROSKOGO_So_166,15.6,diver's diving computer in situ,,,15.3,diver's diving computer in situ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON ROSKOGO So241008 micro 2,EMOBON_ROSKOGO_So_167,15.6,diver's diving computer in situ,,,15.3,diver's diving computer in situ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON ROSKOGO So241008 micro 3,EMOBON_ROSKOGO_So_168,15.6,diver's diving computer in situ,,,15.3,diver's diving computer in situ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON ROSKOGO So241008 micro 4,EMOBON_ROSKOGO_So_169,15.6,diver's diving computer in situ,,,15.3,diver's diving computer in situ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON ROSKOGO So241008 micro blank,EMOBON_ROSKOGO_So_170,12.8,diver's diving computer in situ,,,13,diver's diving computer in situ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON ROSKOGO So241203 micro 1,EMOBON_ROSKOGO_So_171,12.8,diver's diving computer in situ,,,13,diver's diving computer in situ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON ROSKOGO So241203 micro 2,EMOBON_ROSKOGO_So_172,12.8,diver's diving computer in situ,,,13,diver's diving computer in situ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON ROSKOGO So241203 micro 3,EMOBON_ROSKOGO_So_173,12.8,diver's diving computer in situ,,,13,diver's diving computer in situ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON ROSKOGO So241203 micro 4,EMOBON_ROSKOGO_So_174,irrelevant,,,,irrelevant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON ROSKOGO So241203 micro blank,EMOBON_ROSKOGO_So_175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON ROSKOGO So250218 Macro 1,EMOBON_ROSKOGO_So_176,Not measured ,,,,Not measured ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON ROSKOGO So250218 Macro 2,EMOBON_ROSKOGO_So_177,Not measured ,,,,Not measured ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON ROSKOGO So250218 Macro 3,EMOBON_ROSKOGO_So_178,Not measured ,,,,Not measured ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON ROSKOGO So250218 Macro 4,EMOBON_ROSKOGO_So_179,Not measured ,,,,Not measured ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON ROSKOGO So250218 Macro blank,EMOBON_ROSKOGO_So_180,Not measured ,,,,Not measured ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON ROSKOGO So250220 micro 1,EMOBON_ROSKOGO_So_181,12,diver's diving computer in situ,,,11.8,diver's diving computer in situ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON ROSKOGO So250220 micro 2,EMOBON_ROSKOGO_So_182,12,diver's diving computer in situ,,,11.8,diver's diving computer in situ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON ROSKOGO So250220 micro 3,EMOBON_ROSKOGO_So_183,12,diver's diving computer in situ,,,11.8,diver's diving computer in situ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON ROSKOGO So250220 micro 4,EMOBON_ROSKOGO_So_184,12,diver's diving computer in situ,,,11.8,diver's diving computer in situ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON ROSKOGO So250220 micro blank,EMOBON_ROSKOGO_So_185,irrelevant,,,,irrelevant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON ROSKOGO So250417 meio 1,EMOBON_ROSKOGO_So_186,12.3,diver's diving computer in situ,,,11.7,diver's diving computer in situ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON ROSKOGO So250417 meio 2,EMOBON_ROSKOGO_So_187,12.3,diver's diving computer in situ,,,11.7,diver's diving computer in situ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON ROSKOGO So250417 meio 3,EMOBON_ROSKOGO_So_188,12.3,diver's diving computer in situ,,,11.7,diver's diving computer in situ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON ROSKOGO So250417 meio 4,EMOBON_ROSKOGO_So_189,12.3,diver's diving computer in situ,,,11.7,diver's diving computer in situ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON ROSKOGO So250417 micro 1,EMOBON_ROSKOGO_So_190,12.3,diver's diving computer in situ,,,11.7,diver's diving computer in situ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON ROSKOGO So250417 micro 2,EMOBON_ROSKOGO_So_191,12.3,diver's diving computer in situ,,,11.7,diver's diving computer in situ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON ROSKOGO So250417 micro 3,EMOBON_ROSKOGO_So_192,12.3,diver's diving computer in situ,,,11.7,diver's diving computer in situ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON ROSKOGO So250417 micro 4,EMOBON_ROSKOGO_So_193,12.3,diver's diving computer in situ,,,11.7,diver's diving computer in situ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON ROSKOGO So250417 micro blank,EMOBON_ROSKOGO_So_194,irrelevant,,,,irrelevant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON ROSKOGO So250612 meio 1,EMOBON_ROSKOGO_So_195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON ROSKOGO So250612 meio 2,EMOBON_ROSKOGO_So_196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON ROSKOGO So250612 meio 3,EMOBON_ROSKOGO_So_197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON ROSKOGO So250612 meio 4,EMOBON_ROSKOGO_So_198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON ROSKOGO So250612 micro 1,EMOBON_ROSKOGO_So_199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON ROSKOGO So250612 micro 2,EMOBON_ROSKOGO_So_200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON ROSKOGO So250612 micro 3,EMOBON_ROSKOGO_So_201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON ROSKOGO So250612 micro 4,EMOBON_ROSKOGO_So_202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON ROSKOGO So250612 micro blank,EMOBON_ROSKOGO_So_203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EMOBON_ROSKOGO_So_204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
